id,EdadNÚMEROCONCRETO,Género,Niveldeestudios,Creenciasreligiosas,Quéedadconsideraslamejorpa,Cuántoshijostegustaríatener,Aborto,fecundacioninvitro,adopcion,gestacionsubrogada,notendriahijos,FamiliaMONOparental,FamiliaHOMOsexual,Divorciados,Recurriraldivorcio,Matrimonio_hijos,Hijodetupareja,SituviesesunhijoQuétipode,GENERO2,NIVEL_ESTUDIOS2,CREENCIAS_RELIGIOSAS2,INVITRO2,ADOPCION2,GESTACION_SUBROGADA2,NO_TENDRÍA_HIJOS2,SI_TUVIESES_UN_HIJO_QUÉ_TIPO_DE,Edadclases,EDADV2
312,19,Hombre,Estudios de Formación Profesional,Agnóstico,35,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,no,no,si,Compartida,Hombre,Estudios de Formación Profesional,Agnóstico,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
313,36,Mujer,Estudios Universitarios,Ateo,28,4,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,30-40,35-45
314,59,Hombre,Estudios secundarios,Creyente,25,2,no,Primera opción,Segunda opción, , ,no,no,no,no,no,si,Compartida,Hombre,Estudios secundarios,Creyente,Primera opción,Segunda opción,5,5,Compartida,50-65,55-65
315,37,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,30-40,35-45
316,47,Mujer,Estudios Universitarios,Ateo,30,3,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,40-50,45-55
317,42,Mujer,Estudios Universitarios,Ateo,35,1,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,40-50,35-45
318,43,Mujer,Estudios Universitarios,Ateo,30,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Única,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Única,40-50,35-45
319,18,Mujer,Estudios Universitarios,Ateo,29,0,si, ,Primera opción, ,Primera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,5,Primera opción,5,Primera opción,Compartida,16-20,15-25
320,25,Mujer,Estudios Universitarios,Agnóstico,28,4,si,Segunda opción,Primera opción,Tercera opción, ,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Segunda opción,Primera opción,Tercera opción,5,Compartida,25-30,25-35
321,20,Mujer,Estudios Universitarios,Creyente,29,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,20-25,15-25
322,57,Mujer,Estudios Universitarios,Creyente,30,1,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,no,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,50-65,55-65
323,35,Mujer,Estudios Universitarios,Agnóstico,32,0,si, ,Segunda opción,Tercera opción,Primera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,5,Segunda opción,Tercera opción,Primera opción,Compartida,30-40,35-45
324,21,Mujer,Estudios Universitarios,Ateo,35,3,si,Tercera opción,Primera opción,Segunda opción,Cuarta opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Tercera opción,Primera opción,Segunda opción,Cuarta opción,Compartida,20-25,15-25
325,55,Hombre,Estudios secundarios,Creyente,28,2,no, , , ,Primera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Creyente,5,5,5,Primera opción,Compartida,50-65,55-65
326,48,Mujer,Estudios de Formación Profesional,Ateo,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,40-50,45-55
327,18,Mujer,Estudios Universitarios,Ateo,30,0,si,Tercera opción,Primera opción,Cuarta opción,Segunda opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Compartida,16-20,15-25
328,20,Mujer,Estudios Universitarios,Ateo,36,1,no,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,20-25,15-25
329,43,Mujer,Estudios Universitarios,Ateo,35,1,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,40-50,35-45
330,18,Mujer,Estudios Universitarios,Creyente,30,2,no,Segunda opción,Primera opción,Tercera opción,Cuarta opción,si,si,no,si,si,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
331,24,Mujer,Estudios Universitarios,Ateo,35,2,si, ,Primera opción, ,Segunda opción,si,si,si,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,5,Primera opción,5,Segunda opción,Compartida,20-25,15-25
332,60,Hombre,Estudios Universitarios,Ateo,25,5,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,50-65,55-65
333,23,Hombre,Estudios Universitarios,Creyente,30,3,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,20-25,15-25
334,20,Hombre,Estudios Universitarios,Agnóstico,30,3,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,5,Compartida,20-25,15-25
335,20,Mujer,Estudios Universitarios,Creyente,25,4,no,Segunda opción,Cuarta opción, ,Primera opción,si,no,no,si,si,no,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Cuarta opción,5,Primera opción,Compartida,20-25,15-25
336,19,Mujer,Estudios secundarios,Agnóstico,26,2,si,Primera opción,Tercera opción,Segunda opción, ,si,si,no,no,no,si,Compartida,Mujer,Estudios secundarios,Agnóstico,Primera opción,Tercera opción,Segunda opción,5,Compartida,16-20,15-25
337,50,Hombre,Estudios primarios,Agnóstico,29,2,si,Tercera opción,Segunda opción, ,Primera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios primarios,Agnóstico,Tercera opción,Segunda opción,5,Primera opción,Compartida,50-65,45-55
338,60,Mujer,Estudios Universitarios,Agnóstico,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,5,Tercera opción,Compartida,50-65,55-65
339,48,Mujer,Estudios Universitarios,Creyente,27,1,si,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Compartida,40-50,45-55
340,18,Mujer,Estudios secundarios,Ateo,28,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
341,46,Mujer,Estudios de Formación Profesional,Creyente,27,2,si,Primera opción,Segunda opción, , ,si,si,no,si,no,si,Compartida,Mujer,Estudios de Formación Profesional,Creyente,Primera opción,Segunda opción,5,5,Compartida,40-50,45-55
342,18,Hombre,Estudios Universitarios,Ateo,27,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
343,18,Mujer,Estudios Universitarios,Ateo,34,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
344,17,Mujer,Estudios secundarios,Ateo,31,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,16-20,15-25
345,18,Mujer,Estudios Universitarios,Creyente,28,3,no,Tercera opción,Primera opción,Cuarta opción,Segunda opción,,no,no,no,si,no,Compartida,Mujer,Estudios Universitarios,Creyente,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Compartida,16-20,15-25
346,19,Mujer,Estudios Universitarios,Creyente,30,3,no,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
347,19,Hombre,Estudios Universitarios,Ateo,32,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,5,Tercera opción,Compartida,16-20,15-25
348,40,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,40-50,35-45
349,17,Mujer,Estudios secundarios,Ateo,30,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
350,52,Mujer,Estudios Universitarios,Creyente,30,3,si,Primera opción,Segunda opción,Tercera opción, ,si,no,no,si,no,si,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,5,Única,50-65,45-55
351,36,Mujer,Estudios Universitarios,Creyente,37,1,si,Primera opción, , , ,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,5,5,5,Compartida,30-40,35-45
352,18,Hombre,Estudios Universitarios,Creyente,28,2,si,Primera opción,Tercera opción,Segunda opción,Cuarta opción,si,si,no,no,no,si,Compartida,Hombre,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Segunda opción,Cuarta opción,Compartida,16-20,15-25
353,20,Hombre,Estudios secundarios,Ateo,30,0,si,Tercera opción,Segunda opción,Primera opción,Cuarta opción,si,si,si,si,no,si,Única,Hombre,Estudios secundarios,Ateo,Tercera opción,Segunda opción,Primera opción,Cuarta opción,Única,20-25,15-25
354,19,Mujer,Estudios Universitarios,Creyente,32,2,si,Tercera opción,Primera opción,Cuarta opción,Segunda opción,si,si,no,no,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Tercera opción,Primera opción,Cuarta opción,Segunda opción,Compartida,16-20,15-25
355,18,Mujer,Estudios Universitarios,Creyente,28,5,no, ,Primera opción, ,Segunda opción,si,no,no,si,si,si,Compartida,Mujer,Estudios Universitarios,Creyente,5,Primera opción,5,Segunda opción,Compartida,16-20,15-25
356,37,Mujer,Estudios Universitarios,Ateo,34,0,si,Segunda opción,Tercera opción, ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Tercera opción,5,Primera opción,Compartida,30-40,35-45
357,19,Mujer,Estudios Universitarios,Creyente,28,2,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
358,19,Mujer,Estudios Universitarios,Agnóstico,32,,si,Segunda opción,Primera opción, , ,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,Segunda opción,Primera opción,5,5,Compartida,16-20,15-25
359,42,Mujer,Estudios Universitarios,Creyente,35,3,si,Primera opción,Tercera opción,Segunda opción, ,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Tercera opción,Segunda opción,5,Compartida,40-50,35-45
360,19,Hombre,Estudios secundarios,Ateo,35,0,si,Primera opción,Primera opción,Primera opción,Primera opción,si,si,no,si,no,no,Compartida,Hombre,Estudios secundarios,Ateo,Primera opción,Primera opción,Primera opción,Primera opción,Compartida,16-20,15-25
361,21,Hombre,Estudios secundarios,Ateo,30,2,si,Segunda opción,Primera opción,Tercera opción, ,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Ateo,Segunda opción,Primera opción,Tercera opción,5,Compartida,20-25,15-25
362,17,Hombre,Estudios Universitarios,Ateo,30,0,si,Segunda opción,Tercera opción,Cuarta opción,Primera opción,si,si,si,si,no,no,Compartida,Hombre,Estudios Universitarios,Ateo,Segunda opción,Tercera opción,Cuarta opción,Primera opción,Compartida,16-20,15-25
363,51,Mujer,Estudios Universitarios,Creyente,35,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,50-65,45-55
364,18,Mujer,Estudios secundarios,Ateo,28,2,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
365,18,Hombre,Estudios Universitarios,Agnóstico,27,3,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Hombre,Estudios Universitarios,Agnóstico,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
366,30,Mujer,Estudios Universitarios,Creyente,32,2,si,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,30-40,25-35
367,18,Hombre,Estudios secundarios,Creyente,30,2,no,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,no,si,Compartida,Hombre,Estudios secundarios,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
368,21,Mujer,Estudios Universitarios,Creyente,22,3,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Única,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Única,20-25,15-25
369,21,Mujer,Estudios Universitarios,Ateo,30,0,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Ateo,Segunda opción,Primera opción,5,Tercera opción,Compartida,20-25,15-25
370,18,Hombre,Estudios secundarios,Ateo,25,0,si, ,Segunda opción, ,Primera opción,si,si,no,no,no,si,Compartida,Hombre,Estudios secundarios,Ateo,5,Segunda opción,5,Primera opción,Compartida,,15-25
371,18,Hombre,Estudios Universitarios,Ateo,28,2,si,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,no,no,no,no,no,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,16-20,15-25
372,48,Mujer,Estudios Universitarios,Creyente,30,2,si,Segunda opción, , ,Primera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,5,5,Primera opción,Compartida,40-50,45-55
373,18,Mujer,Estudios Universitarios,Creyente,27,3,si,Primera opción,Segunda opción,Tercera opción,Cuarta opción,si,si,no,si,si,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,Cuarta opción,Compartida,16-20,15-25
374,34,Mujer,Estudios de Formación Profesional,Creyente,33,1,si, , , , ,si,si,no,si,no,no,Única,Mujer,Estudios de Formación Profesional,Creyente,5,5,5,5,Única,30-40,25-35
375,18,Mujer,Estudios secundarios,Ateo,30,2,si,Segunda opción,Primera opción,Cuarta opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Segunda opción,Primera opción,Cuarta opción,Tercera opción,Compartida,,15-25
376,19,Mujer,Estudios Universitarios,Agnóstico,35,2,si,Segunda opción,Tercera opción,Tercera opción,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Agnóstico,Segunda opción,Tercera opción,Tercera opción,Tercera opción,Compartida,16-20,15-25
377,32,Mujer,Estudios Universitarios,Creyente,28,2,no,Primera opción,Segunda opción, ,Tercera opción,si,si,no,si,no,si,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,5,Tercera opción,Compartida,30-40,25-35
378,46,Mujer,Estudios Universitarios,Creyente,30,2,no,Primera opción,Segunda opción,Cuarta opción,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Cuarta opción,Tercera opción,Compartida,40-50,45-55
379,18,Mujer,Estudios Universitarios,Creyente,27,3,si,Segunda opción,Primera opción, ,Tercera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Segunda opción,Primera opción,5,Tercera opción,Compartida,16-20,15-25
380,23,Hombre,Estudios Universitarios,Ateo,35,3,si,Primera opción, , ,Segunda opción,si,no,si,si,si,no,Compartida,Hombre,Estudios Universitarios,Ateo,Primera opción,5,5,Segunda opción,Compartida,20-25,15-25
381,15,Hombre,Estudios secundarios,Creyente,30,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,no,no,si,Compartida,Hombre,Estudios secundarios,Creyente,Primera opción,Segunda opción,Tercera opción,5,Compartida,,15-25
382,33,Mujer,Estudios Universitarios,Creyente,25,4,si,Primera opción, ,Segunda opción,Tercera opción,si,si,no,no,si,no,Única,Mujer,Estudios Universitarios,Creyente,Primera opción,5,Segunda opción,Tercera opción,Única,30-40,25-35
383,16,Mujer,Estudios secundarios,Ateo,32,0,si,Tercera opción,Segunda opción,Cuarta opción,Primera opción,si,si,no,no,no,si,Compartida,Mujer,Estudios secundarios,Ateo,Tercera opción,Segunda opción,Cuarta opción,Primera opción,Compartida,,15-25
384,18,Mujer,Estudios Universitarios,Agnóstico,32,0,si,Tercera opción,Primera opción,Segunda opción,Primera opción,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Agnóstico,Tercera opción,Primera opción,Segunda opción,Primera opción,Compartida,16-20,15-25
385,19,Mujer,Estudios Universitarios,Creyente,30,2,si,Primera opción,Segunda opción,Tercera opción, ,si,si,no,si,no,no,Compartida,Mujer,Estudios Universitarios,Creyente,Primera opción,Segunda opción,Tercera opción,5,Compartida,16-20,15-25
